,id,name,abrev,color,alt_color,mascot,logos
1235,1000467,Harrisburg A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1236,1000492,Harry Hillman Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1237,1000154,Hartford,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
301,173,Hartwick,HAR,#000000,,Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/173.png
302,108,Harvard,HARV,#990000,#dbdbdb,Crimson,http://a.espncdn.com/i/teamlogos/ncaa/500/108.png
1238,1000092,Harvard Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1239,1000094,Harvard B,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1240,1000134,Harvard Freshmen,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1241,1000477,Harvard Law,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1242,1000029,Haskell,,#FFFFFF,,Indians,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
303,535,Haskell Indian Nations,HAS,#000000,,Jayhawks,http://a.espncdn.com/i/teamlogos/ncaa/500/535.png
1243,1000398,Hastings,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1244,1000716,Hastings State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1245,1000458,Havana A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1246,1000420,Havana University,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1247,1000030,Haverford,,#FFFFFF,,Fords,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
304,62,Hawai'i,HAW,#003420,#ffffff,Rainbow Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png
1248,1000696,Hawaii All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1249,1000889,Hayward State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1250,1000377,Hebron Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1251,1000329,Hedding,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
305,191,Heidelberg,HEI,#000000,,Student Princes,http://a.espncdn.com/i/teamlogos/ncaa/500/191.png
306,2271,Henderson State,HEN,#000000,,Reddies,http://a.espncdn.com/i/teamlogos/ncaa/500/2271.png
307,418,Hendrix College,HEND,#FFFFFF,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/418.png
1252,1000858,Herington Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1254,1000719,High Point,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1253,1000313,Highland Park,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
308,125974,Hilbert College,,#FFFFFF,,Hilbert,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
309,2273,Hillsdale,HIL,#000000,,Chargers,http://a.espncdn.com/i/teamlogos/ncaa/500/2273.png
310,1000984,Hillsdale College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
311,1000979,Hinds C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
312,2274,Hiram,HIR,#000000,,Terriers,http://a.espncdn.com/i/teamlogos/ncaa/500/2274.png
1255,1000762,Hiwassee,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
313,174,Hobart,HOB,#000000,,Statesmen,http://a.espncdn.com/i/teamlogos/ncaa/500/174.png
1256,1000614,Hoboken Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1257,2275,Hofstra,HOF,#27297c,#f6c934,Pride,http://a.espncdn.com/i/teamlogos/ncaa/500/2275.png
314,108354,Holland College,HC,#FFFFFF,,Hurricanes,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
315,1000982,Holmes C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
316,107,Holy Cross,HC,#0a0a0a,#080808,Crusaders,http://a.espncdn.com/i/teamlogos/ncaa/500/107.png
1258,1000254,Homestead A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1259,1000847,Hondo Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
317,2812,Hope,HOP,#000000,,Flying Dutchmen,http://a.espncdn.com/i/teamlogos/ncaa/500/2812.png
318,1001002,Hope ,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1260,1000178,Hopkinson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1261,1000471,Horner,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
319,248,Houston,HOU,#C90822,#231f20,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/248.png
320,2277,Houston Christian,HCU,#00539c,,Huskies,http://a.espncdn.com/i/teamlogos/ncaa/500/2277.png
1262,1000373,Houston YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
321,47,Howard,HOW,#9e0b0e,#6b818d,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/47.png
322,2758,Howard Payne,HOW,#000000,,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/2758.png
323,2278,Humboldt State,HUM,#000000,,Lumberjacks,http://a.espncdn.com/i/teamlogos/ncaa/500/2278.png
324,2938,Huntingdon,HUN,#000000,,Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2938.png
325,2280,Husson,HUS,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2280.png
326,1000940,Hutchinson C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
327,1000953,Hutchinson C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1263,1000158,Hyde Park,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1264,1000123,Hyde Park High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
328,70,Idaho,IDHO,#000000,#8c6e4a,Vandals,http://a.espncdn.com/i/teamlogos/ncaa/500/70.png
1265,1000779,Idaho Marines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
329,304,Idaho State,IDST,#ef8c00,#e9a126,Bengals,http://a.espncdn.com/i/teamlogos/ncaa/500/304.png
330,356,Illinois,ILL,#13294B,#E84A27,Fighting Illini,http://a.espncdn.com/i/teamlogos/ncaa/500/356.png
1266,1000216,Illinois Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
331,2286,Illinois College,ILLC,#000000,,Blueboys,http://a.espncdn.com/i/teamlogos/ncaa/500/2286.png
1267,1000172,Illinois Cycling Club,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1268,1000555,Illinois Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
332,2287,Illinois State,ILST,#CE1126,#ffe716,Redbirds,http://a.espncdn.com/i/teamlogos/ncaa/500/2287.png
333,306,Illinois Wesleyan,ILL,#000000,,Titans,http://a.espncdn.com/i/teamlogos/ncaa/500/306.png
334,2916,Incarnate Word,IW,#000000,#080808,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/2916.png
1269,1000439,Independence A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
336,1000942,Independence C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
337,1000964,Independence C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
335,1000963,Independence C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
338,84,Indiana,IND,#7D110C,#eeedeb,Hoosiers,http://a.espncdn.com/i/teamlogos/ncaa/500/84.png
1270,1000241,Indiana Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1271,1000348,Indiana Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
339,2291,Indiana PA,IND,#000000,,Crimson Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2291.png
341,282,Indiana State,INST,#00669a,#f0f0f0,Sycamores,http://a.espncdn.com/i/teamlogos/ncaa/500/282.png
342,111756,Indiana Wesleyan,INWS,#FFFFFF,,Wildcats,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
340,2292,Indianapolis,IND,#000000,,Greyhounds,http://a.espncdn.com/i/teamlogos/ncaa/500/2292.png
1272,1000150,Indianapolis Artillery,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1273,1000705,Intermountain,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
343,314,Iona,IONA,#FFFFFF,,Gaels,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
344,2294,Iowa,IOWA,#000000,#ffe100,Hawkeyes,http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png
345,1000943,Iowa Central C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1274,1000000,Iowa Pre-Flight,IPF,#FFFFFF,,Seahawks,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
346,66,Iowa State,ISU,#660015,#FDCA2F,Cyclones,http://a.espncdn.com/i/teamlogos/ncaa/500/66.png
347,2295,Iowa Wesleyan,IOW,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2295.png
348,1000973,Iowa Western C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
349,175,Ithaca,ITH,#000000,,Bombers,http://a.espncdn.com/i/teamlogos/ncaa/500/175.png
1275,1000430,Jackson Br.-New Orleans,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1276,1000822,Jackson Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
350,2296,Jackson State,JKST,#123297,#b5b7ba,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2296.png
351,294,Jacksonville,JAC,#00523e,,Dolphins,http://a.espncdn.com/i/teamlogos/ncaa/500/294.png
1277,1000031,Jacksonville Naval Air Station,,#FFFFFF,,Flyers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
352,55,Jacksonville State,JVST,#b50500,#b5b7ba,Gamecocks,http://a.espncdn.com/i/teamlogos/ncaa/500/55.png
353,256,James Madison,JMU,#450084,#cbb778,Dukes,http://a.espncdn.com/i/teamlogos/ncaa/500/256.png
1278,1000435,James Millikin,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
354,2939,Jamestown,JAM,#000000,,Jimmies,http://a.espncdn.com/i/teamlogos/ncaa/500/2939.png
1279,1000412,Jefferson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1280,1000350,Jefferson Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1281,1000360,Jersey Shore,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
355,2302,John Carroll,JOH,#000000,,Blue Streaks,http://a.espncdn.com/i/teamlogos/ncaa/500/2302.png
356,118,Johns Hopkins,JOH,#000000,,Blue Jays,http://a.espncdn.com/i/teamlogos/ncaa/500/118.png
357,2304,Johnson C Smith,JOH,#000000,,Golden Bulls,http://a.espncdn.com/i/teamlogos/ncaa/500/2304.png
358,122775,Judson University,JUDSO,#FFFFFF,,Eagles,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
359,246,Juniata,JUN,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/246.png
360,126,Kalamazoo,KAL,#000000,,Hornets,http://a.espncdn.com/i/teamlogos/ncaa/500/126.png
1282,1000758,Kamehameha Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
361,2305,Kansas,KU,#0022B4,#e8000d,Jayhawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2305.png
1283,1000132,Kansas City A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1284,1000251,Kansas City Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1285,1000407,Kansas City Veterinary,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
362,2306,Kansas State,KSU,#633194,#e7d2ad,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png
1286,1000524,Kansas Wesleyan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
363,547,Kansas Wesleyan University,KNW,#000000,,Coyotes,http://a.espncdn.com/i/teamlogos/ncaa/500/547.png
1287,2871,Kean,KEA,#000000,,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/2871.png
1288,1000483,Kearney,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1289,1000855,Kearney Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1290,1000851,Keesler Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
364,126110,Keiser University,,#FFFFFF,,Keiser,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1291,1000608,Kelly Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
365,338,Kennesaw State,KENN,#000000,#fdbb30,Owls,http://a.espncdn.com/i/teamlogos/ncaa/500/338.png
366,2309,Kent State,KENT,#002445,#f0b510,Golden Flashes,http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png
1292,1000354,Kents Hill,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
367,96,Kentucky,UK,#005DAA,#ffffff,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/96.png
1293,3077,Kentucky Christian,KCU,#000000,,Knights,http://a.espncdn.com/i/teamlogos/ncaa/500/3077.png
368,2310,Kentucky State,KYS,#000000,,Thorobreds,http://a.espncdn.com/i/teamlogos/ncaa/500/2310.png
369,2316,Kentucky Wesleyan,KYW,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2316.png
370,352,Kenyon,KEN,#000000,,Lords,http://a.espncdn.com/i/teamlogos/ncaa/500/352.png
371,122774,Keystone,KEYS,#FFFFFF,,Giants,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
372,1000954,Kilgore J.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1294,1000293,King,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1296,1000743,King George,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
373,247,King's College PA,KIN,#000000,,Monarchs,http://a.espncdn.com/i/teamlogos/ncaa/500/247.png
1295,1000328,Kingfisher,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1297,1000772,Kirtland Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1298,1000553,Kiski Preparatory,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1299,255,Knox College,KNO,#000000,,Prairie Fire,http://a.espncdn.com/i/teamlogos/ncaa/500/255.png
1300,1000911,Knoxville,KNOX,#FFFFFF,,Bulldogs,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
374,2315,Kutztown,KUT,#000000,,Golden Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2315.png
404,2089,LIU Post,LIU,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/2089.png
416,99,LSU,LSU,#fdd023,#2b0d57,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/99.png
385,2325,La Salle,LAS,#FFFFFF,,Explorers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1311,1000248,La Salle,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
386,2318,La Verne,LAV,#000000,,Leopards,http://a.espncdn.com/i/teamlogos/ncaa/500/2318.png
378,548,LaGrange College,LAG,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/548.png
375,1000990,Lackawanna C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
376,1000993,Lackawanna College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1301,1000848,Lackland Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
377,322,Lafayette,LAF,#790000,#a59474,Leopards,http://a.espncdn.com/i/teamlogos/ncaa/500/322.png
379,437,Lake Erie College,LKE,#000000,,Storm,http://a.espncdn.com/i/teamlogos/ncaa/500/437.png
380,262,Lake Forest,LAK,#000000,,Foresters,http://a.espncdn.com/i/teamlogos/ncaa/500/262.png
1302,1000224,Lake Forest Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1303,1000226,Lake Forest Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1306,1000120,Lake View High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1304,1000778,Lakehurst NAS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1305,6353,Lakeland University,LAKE,#FFFFFF,,Lakeland,http://a.espncdn.com/i/teamlogos/ncaa/500/6353.png
381,2320,Lamar,LAM,#000000,#ebebeb,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/2320.png
382,2321,Lambuth,LAM,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2321.png
1307,1000202,Lancaster Crescents,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1308,2323,Lane,LAN,#000000,,Dragons,http://a.espncdn.com/i/teamlogos/ncaa/500/2323.png
383,1000994,Laney College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
384,2324,Langston,LAN,#FFFFFF,,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2324.png
1309,1000660,Lanier,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1310,1000445,Laramie High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1312,1000488,Latrobe A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1313,1000159,Laureate Boat Club,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
387,268,Lawrence,LAW,#000000,,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/268.png
388,102071,Lawrence Tech,LWTC,#FFFFFF,,Blue Devils,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1314,1000138,Lawrenceville,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1315,1000339,Lawton,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1316,1000568,League Island Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1317,1000427,Leander Clarke,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
389,388,Lebanon Valley,LEB,#000000,,Flying Dutchmen,http://a.espncdn.com/i/teamlogos/ncaa/500/388.png
390,2329,Lehigh,LEH,#6c2b2a,#b69e70,Mountain Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2329.png
1318,1000108,Lehigh A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1319,1000870,Leilahau,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
391,2331,Lenoir-Rhyne,LEN,#000000,,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2331.png
1320,1000932,Lewis,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
392,2333,Lewis & Clark,LEW,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/2333.png
1321,1000083,Lewisburg A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
393,2335,Liberty,LIB,#071740,#a61f21,Flames,http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png
1322,1000630,Lieutenants,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
394,2336,Limestone,LIM,#FFFFFF,,Saints,http://a.espncdn.com/i/teamlogos/ncaa/500/2336.png
395,1000971,Limestone College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1323,1000894,Lincoln,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1324,1000824,Lincoln Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1325,1000243,Lincoln High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
396,2876,Lincoln MO,LIN,#000000,,Blue Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2876.png
1326,1000355,Lincoln Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
397,2339,Lincoln PA,LIN,#000000,,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2339.png
398,124179,Lincoln University CA,LINC,#FFFFFF,,Oaklanders,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
399,2815,Lindenwood,LIN,#000000,,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2815.png
400,3209,Lindenwood Belleville,LIND,#FFFFFF,,Lynx,http://a.espncdn.com/i/teamlogos/ncaa/500/3209.png
401,1000955,Lindenwood University,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
402,2877,Lindsey Wilson,LIN,#FFFFFF,,Blue Raiders,http://a.espncdn.com/i/teamlogos/ncaa/500/2877.png
403,203,Linfield,LIN,#000000,,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/203.png
